Row,Labels,sp gen,common name,fam,gen,sp,ColumnID,allgeier_FFG,Valdivia_FFG2,Valdivia_FFG_big Pred Cat,Valdivia_FFG,tp,Valdivia_TP,transient,chondrichthyes,notes,weak tp est.,a.Valdivia,b.Valdivia,a.Allgeier,b.Allgeier,a.final,b.final,Valdivia Value,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutjanus,synagris,Lutjanus synagris,lane snapper,Lutjanidae,Lutjanus,synagris,LutjanidaeLutjanussynagris,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,3.82,p,n,,,0.0517,2.64,0.0216,2.917,0.0517,2.64,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negaprion,brevirostris,Negaprion brevirostris,lemon shark,Carcharhinidae,Negaprion,brevirostris,NM,#N/A,Apex predator,pred,Piscivore,#N/A,4.37,y,y,no model,,0.0053,3.16,NA,NA,0.0053,3.16,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pterois,volitans,Pterois volitans,lionfish,Scorpaenidae,Pterois,volitans,ScorpaenidaePteroisvolitans,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,4.45,n,n,,,0.00497,3.291,0.104,3.309,0.00497,3.291,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stegastes,diencaeus,Stegastes diencaeus,longfin damselfish,Pomacentridae,Stegastes,diencaeus,PomacentridaeStegastessp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0353,2.896,0.0303,2.887,0.0353,2.896,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neoniphon,marianus,Neoniphon marianus,longjaw squirrelfish,Holocentridae,Neoniphon,marianus,Holocentridaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.6,3.57,n,n,,,0.0215,3,0.0198,3,0.0215,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prognathodes,aculeatus,Prognathodes aculeatus,longsnout butterflyfish,Chaetodontidae,Prognathodes,aculeatus,ChaetodontidaeChaetodonsp,Microinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,3.2,3.18,n,n,using the genus level model because it will be the same as the family-level model,,0.022,3.19,0.022,3.19,0.022,3.19,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holocentrus,rufus,Holocentrus rufus,longspine squirrelfish,Holocentridae,Holocentrus,rufus,HolocentridaeHolocentrussp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.49,n,n,,,0.015,3.058,0.0198,3,0.015,3.058,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutjanus,mahogoni,Lutjanus mahogoni,mahogany snapper,Lutjanidae,Lutjanus,mahogoni,LutjanidaeLutjanussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,4.36,n,n,,,0.0428,2.719,0.0187,2.981666667,0.0428,2.719,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decapterus,macarellus,Decapterus macarellus,makeral scad,Carangidae,Decapterus,macarellus,CarangidaeCaranxsp,Piscivore,Piscivore Invertivore,pred,Piscivore,4.5,3.5,y,n,,,0.0518,2.7344,0.022966667,2.945,0.0518,2.7344,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,burekea,Halichoeres burekea,mardi gras wrasse,Labridae,Halichoeres,burekea,LabridaeHalichoeressp,Microinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.5,n,n,,,0.0052,3.375,0.0111,3.04,0.0052,3.375,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,album,Haemulon album,margate (white),Haemulidae,Haemulon,album,HaemulidaeHaemulonsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.18,n,n,,,0.0144,3.09,0.020616667,3.009333333,0.0144,3.09,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coryphopterus,personatus,Coryphopterus personatus,Masked Goby,Gobiidae,Coryphopterus,personatus,NM,#N/A,Small Omnivore,Omnivore,Omnivore,,2.8,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,coelestinus,Scarus coelestinus,midnight parrotfish,Scaridae,Scarus,coelestinus,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.02,n,n,,,0.0201,3.02,0.023,2.861,0.0201,3.02,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutjanus,analis,Lutjanus analis,mutton snapper,Lutjanidae,Lutjanus,analis,LutjanidaeLutjanussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore,4.4,3.86,p,n,,,0.0161,3.0112,0.0187,2.981666667,0.0161,3.0112,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinephelus,striatus,Epinephelus striatus,Nassau grouper,Serranidae,Epinephelus,striatus,SerranidaeEpinephelusstriatus,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.2,4.06,n,n,,,0.0198,2.97,0.0065,3.22,0.0198,2.97,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongylura,timucu,Strongylura timucu,needlefish,Belonidae,Strongylura,timucu,Belonidaespsp,Piscivore,Piscivore Invertivore,pred,Piscivore,4.5,4.47,p,n,,,0.0008,3.205,0.0009,3.19,0.0008,3.205,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elacatinus,oceanops,Elacatinus oceanops,neon goby,Gobiidae ,Elacatinus,oceanops,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,#N/A,3.5,n,n,,,0.008,3.137,NA,NA,0.008,3.137,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nofish,nofish,nofish sp,nofish,nofish,nofish,sp,nofishsp,nofish,nofish,nofish,nofish,,,,n,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginglymostoma,cirratum,Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,Ginglymostoma,cirratum,NM,#N/A,Apex predator,pred,Piscivore,#N/A,3.83,y,y,,,0.0105,2.892,NA,NA,0.0105,2.892,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthurus,bahianus,Acanthurus bahianus,ocean surgeonfish,Acanthuridae,Acanthurus,bahianus,AcanthuridaeAcanthurussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0236,2.975,0.0237,2.975,0.0236,2.975,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canthidermis,sufflamen,Canthidermis sufflamen,ocean triggerfish,Balistidae,Canthidermis,sufflamen,Balistidaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.2,3.24,n,n,,,0.0176,3.055,0.042866667,2.8868,0.0176,3.055,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluterus,schoepfii,Aluterus schoepfii,orange filefish,Monacanthidae,Aluterus,scriptus,Tetraodontiformesspsp,omnivore,Herbivore,Herbivore,Herbivore,2.8,2.02,n,n,,,0.0927,2.344,0,0,0.0927,2.344,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluterus,sp,Aluterus sp,orange filefish,Monacanthidae,Aluterus,sp,Tetraodontiformesspsp,omnivore,Herbivore,Herbivore,Herbivore,2.8,2.02,n,n,,,0.0927,2.344,0,0,0.0927,2.344,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantherhines,pullus,Cantherhines pullus,orangespotted filefish,Monacanthidae,Cantherhines,pullus,Tetraodontiformesspsp,Microinvertivore,Small Omnivore,Omnivore,Omnivore,2.6,2.56,n,n,,,0.0684,2.563,0,0,0.0684,2.563,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coryphopterus,eidolon,Coryphopterus eidolon,Pallid Goby,Gobiidae,Coryphopterus,eidolon,NM,#N/A,Herbivore,Herbivore,Herbivore,,2,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachinotus,goodei,Trachinotus goodei,palometa,Carangidae,Trachinotus,goodei,Carangidaespsp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,4.32,y,n,,,0.0204,3,0.022966667,2.945,0.0204,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthemblemaria,chaplini,Acanthemblemaria chaplini,Papillose blenny,Chaenopsidae,Acanthemblemaria,chaplini,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.32,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liopropoma,rubre,Liopropoma rubre,Peppermint Bass,Serranidae (seabass),Liopropoma,rubre,Serranidaespsp,Microinvertivore,Piscivore Invertivore,pred,Macroinvertivore,4.06,4.06,n,n,,,NA,NA,0.00903,3.151666667,0.00903,3.151666667,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachinotus,falcatus,Trachinotus falcatus,permit,Carangidae,Trachinotus,falcatus,Carangidaespsp,Piscivore-Invertivore,Macroinvertivore,Macroinvertivore,Piscivore Invertivore,4.4,3.24,n,n,,,0.0531,2.803,0.022966667,2.945,0.0531,2.803,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothus,lunatus,Bothus lunatus,plate fish,Bothidae,Bodianus,rufus,NM,#N/A,Piscivore Invertivore,pred,Piscivore,#N/A,4.45,n,n,no model,,0.0098,3.189,NA,NA,0.0098,3.189,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamus,pennatula,Calamus pennatula,pluma,Sparidae,Calamus,pennatula,SparidaeCalamussp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.3,3.48,n,n,,,0.0178,3.11,0.0457,2.82,0.0178,3.11,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diodon,hystrix,Diodon hystrix,porcupinefish,Diodontidae,Diodon,hystrix,Tetraodontiformesspsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.3,3.37,n,n,,,0.533,2.276,0,0,0.533,2.276,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisotremus,virginicus,Anisotremus virginicus,porkfish,Haemulidae,Anisotremus,virginicus,Haemulidaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.4,3.42,n,n,,,0.0148,3.167,0.020616667,3.009333333,0.0148,3.167,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,taeniopterus,Scarus taeniopterus,princess parrotfish,Scaridae,Scarus,taeniopterus,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.01,n,n,,,0.1444,2.385,0.023,2.861,0.1444,2.385,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,taeniopterus (initial phase),Scarus taeniopterus (initial phase),princess parrotfish,Scaridae,Scarus,taeniopterus,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.01,n,n,,,0.1444,2.385,0.023,2.861,0.1444,2.385,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,taeniopterus (terminal phase),Scarus taeniopterus (terminal phase),Princess Parrotfish,Scaridae,Scarus,taeniopterus (terminal phase),ScaridaeScarussp,Herbivore,Herbivore,Herbivore,Herbivore,2.01,2.01,n,n,,,0.1444,2.385,0.023,2.861,0.1444,2.385,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,radiatus,Halichoeres radiatus,puddingwife,Labridae,Halichoeres,radiatus,LabridaeHalichoeressp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.26,n,n,,,0.0131,3.038,0.0111,3.04,0.0131,3.038,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
